,OBJECTID,סמל רחוב,שם רחוב,מספר בית,קוד שימוש,שימוש במבנה,מספר קומות,מספר כניסות,מספר דירות,שכבה,קוד רחוב 2,שם רחוב 2,Shape,שטח מעטפת במטר מרובע,היקף מעטפת במטרים,geo
503,36678149,386,קב ונקי,5.0, , ,3,1,4,2200,0, ,,144.85675048828125,59.02924163081063,"(219806.3281, 633029.906300001)"
504,36678150,338,החשמונאים,20.0, , ,2,1,2,2200,386,קב ונקי,,135.15061950683594,62.44258986797654,"(219807.4531, 633018.7344)"
505,36678151,339,אלעזר המכבי,8.0, , ,3,1,8,2200,0, ,,243.70736694335935,77.94854807637014,"(219827.3438, 633035.2969)"
506,36678152,0, ,10.0, , ,1,1,7,2200,339,אלעזר המכבי,,297.5857696533203,82.50571684257787,"(219827.3438, 633035.2969)"
507,36678153,339,אלעזר המכבי,9.0, , ,3,1,1,2200,338,החשמונאים,,206.68983459472656,71.61197266705243,"(219870.579, 633017.765000001)"
508,36678154,338,החשמונאים,14.0, , ,3,1,6,2200,0, ,,203.08750915527344,66.63569967020585,"(219887.74, 633017.4)"
509,36678155,338,החשמונאים,12.0, , ,4,1,9,2200,0, ,,189.00672912597656,68.70227826153686,"(219904.075, 633016.960000001)"
510,36678156,338,החשמונאים,10.0, , ,3,1,6,2200,0, ,,188.63851928710935,63.2987837391885,"(219919.68, 633016.560000001)"
511,36678157,341,יהודה המכבי,4.0, , ,3,1,8,2200,0, ,,305.7085723876953,79.01655302327464,"(219953.6563, 632828.8358)"
512,36678158,341,יהודה המכבי,6.0, , ,3,1,8,2200,0, ,,339.75164794921875,96.03948618641044,"(219953.0156, 632846.125)"
513,36678159,341,יהודה המכבי,8.0, , ,3,1,9,2200,0, ,,324.9237060546875,93.04350902963166,"(219952.125, 632863.3594)"
514,36678160,341,יהודה המכבי,10.0, , ,3,1,7,2200,0, ,,309.9237518310547,87.93406748376769,"(219951.2813, 632880.3906)"
515,36678161,341,יהודה המכבי,12.0, , ,2,1,1,2200,0, ,,254.94178771972656,101.82138145953196,"(219950.8281, 632896.9531)"
516,36678162,341,יהודה המכבי,13.0, , ,2,1,5,2200,338,החשמונאים,,186.10400390625,70.22946679690591,"(219921.079, 632981.396)"
517,36678163,342,שמעון המכבי,3.0, , ,3,1,5,2200,0, ,,190.214599609375,69.26069806667921,"(219890.652, 632965.512)"
518,36678164,338,החשמונאים,13.0, , ,2,1,3,2200,342,שמעון המכבי,,221.60043334960935,70.86539203923034,"(219887.75, 632981.001)"
519,36678165,338,החשמונאים,11.0, , ,3,1,7,2200,0, ,,211.741943359375,74.60822636205081,"(219905.616, 632981.396)"
520,36678166,385,גשר החיים,12.0, , ,5,1,10,2200,0, ,,324.3631286621094,97.33892054373524,"(219804.061, 632910.23)"
521,36678167,340,שדרות שרי ישראל,6.0, , ,5,4,32,2200,0, ,,1281.4111785888672,257.9512256346956,"(219804.061, 632910.23)"
522,36678168,921,תורה מציון,12.0, , ,6,3,36,2200,0, ,,788.8458709716797,174.90211646150553,"(219621.0078, 632991.970000001)"
523,36678169,385,גשר החיים,19.0, , ,4,1,8,2200,0, ,,227.72622680664065,73.10599401801608,"(219728.9688, 632967.968800001)"
524,36678170,1505,בנימין ד'ישראלי,21.0, , ,3,1,6,2200,0, ,,230.6377410888672,78.10963811076171,"(220962.3129, 630810.393300001)"
525,36678171,1503,דוד מרכוס,2.0, , ,4,1,6,2200,0, ,,276.98223876953125,79.92849608435205,"(220595.1546, 630887.9177)"
526,36678172,1503,דוד מרכוס,10.0, , ,4,1,1,2200,0, ,,232.63096618652344,64.6860530106853,"(220588.579, 630791.058800001)"
527,36678173,1514,זאב ז'בוטינסקי,37.0, , ,3,1,1,2200,0, ,,296.6500244140625,73.06302348696406,"(220588.579, 630791.058800001)"
528,36678174,1514,זאב ז'בוטינסקי,35.0, , ,3,1,6,2200,0, ,,240.91287231445312,64.96814207543383,"(220588.579, 630791.058800001)"
529,36678175,1514,זאב ז'בוטינסקי,23.0, , ,3,1,1,2200,1516,לב העברי,,228.86122131347656,60.53016621209457,"(220588.579, 630791.058800001)"
530,36678176,1505,בנימין ד'ישראלי,7.0, , ,4,1,8,2200,0, ,,261.6764373779297,71.12132286087476,"(220757.4985, 630801.074999999)"
531,36678177,1503,דוד מרכוס,6.0, , ,4,1,6,2200,0, ,,279.25828552246094,86.60281641298141,"(220593.566, 630839.9167)"
532,36678178,813,ארלוזורוב,13.0, , ,4,1,12,2200,831,עובדיה מברטנורה,,246.26605224609372,83.99033660110639,"(220573.513, 631108.071699999)"
533,36678179,831,עובדיה מברטנורה,4.0, , ,3,1,12,2200,0, ,,241.46983337402344,74.10833519221478,"(220498.4781, 631078.7404)"
534,36678180,832,שלמה מולכו,3.0, , ,3,1,11,2200,0, ,,274.764892578125,88.30360366010035,"(220498.4781, 631078.7404)"
535,36678181,813,ארלוזורוב,17.0, , ,3,1,8,2200,0, ,,256.6686706542969,92.42247513087274,"(220571.5309, 631058.4001)"
536,36678182,813,ארלוזורוב,19.0, , ,3,1,9,2200,0, ,,277.6957397460937,84.71152426177218,"(220570.4979, 631033.1818)"
537,36678183,833,בלפור,16.0, , ,2,1,1,2200,0, ,,249.47933959960935,70.43620568403281,"(220603.2979, 631030.857000001)"
538,36678184,831,עובדיה מברטנורה,2.0, , ,3,1,7,2200,0, ,,263.78269958496094,78.16720133876042,"(220477.422, 631072.4168)"
539,36678185,830,האר''י,13.0, , ,4,1,10,2200,0, ,,254.4506378173828,89.30501724304031,"(220304.9413, 630906.381999999)"
540,36678186,830,האר''י,7.0, , ,4,1,8,2200,0, ,,231.1282196044922,65.21434162799122,"(220332.0806, 630964.2684)"
541,36678187,814,רד''ק,18.0, , ,3,1,1,2200,0, ,,270.2166442871094,70.00649179327391,"(220387.4252, 631013.9924)"
542,36678188,830,האר''י,1.0, , ,3,2,10,2200,0, ,,260.4822998046875,87.27280619135036,"(220349.559, 631002.9246)"
543,36678189,808,דרך עזה,25.0, , ,4,1,8,2200,0, ,,265.6587677001953,88.12417649085515,"(220352.3527, 631036.4494)"
544,36678190,808,דרך עזה,23.0, , ,3,1,6,2200,0, ,,238.1685028076172,75.56752397074742,"(220366.1756, 631048.535700001)"
545,36678191,808,דרך עזה,21.0, , ,4,1,12,2200,0, ,,262.9624786376953,87.69396203733223,"(220380.5257, 631068.108999999)"
546,36678192,817,בנימין מטודלה,8.0, , ,3,1,6,2200,0, ,,243.4942779541016,79.26938406913534,"(220223.8146, 631077.576400001)"
547,36678193,812,אלפסי,19.0, , ,3,1,6,2200,821,אפודי,,291.1952819824219,93.8723611867824,"(220212.1259, 631100.3487)"
548,36678194,814,רד''ק,2.0, , ,3,1,1,2200,0, ,,259.95469665527344,68.46585857486532,"(220304.706, 631164.608999999)"
549,36678195,812,אלפסי,5.0, , ,4,1,2,2200,0, ,,230.1639709472656,72.8007980820617,"(220366.6029, 631161.9702)"
550,36678196,808,דרך עזה,28.0, , ,3,2,8,2200,814,רד''ק,,259.8551483154297,90.8982998401677,"(220409.3719, 631143.0075)"
551,36678197,812,אלפסי,13.0, , ,3,1,2,2200,0, ,,231.16357421875,76.91122890248582,"(220279.6358, 631104.625700001)"
552,36678198,812,אלפסי,11.0, , ,3,1,8,2200,0, ,,290.4908142089844,83.93628730075156,"(220303.6781, 631092.773600001)"
553,36678199,812,אלפסי,9.0, , ,3,1,8,2200,0, ,,255.75685119628903,70.99731901867283,"(220319.0143, 631106.612)"
554,36678200,817,בנימין מטודלה,4.0, , ,4,1,6,2200,0, ,,239.9008636474609,74.85588145848445,"(220277.1242, 631078.2961)"
555,36678201,808,דרך עזה,17.0, , ,3,1,6,2200,0, ,,265.31700134277344,92.7416700575622,"(220429.014, 631117.8068)"
556,36678202,817,בנימין מטודלה,11.0, , ,3,1,6,2200,0, ,,236.3961639404297,76.53170127099021,"(220164.85, 630995.2622)"
557,36678203,817,בנימין מטודלה,14.0, , ,3,1,9,2200,0, ,,281.4162902832031,79.03542288659932,"(220154.5761, 631048.2652)"
558,36678204,817,בנימין מטודלה,12.0, , ,4,1,11,2200,0, ,,291.2576904296875,85.32613983972206,"(220170.6874, 631058.486400001)"
559,36678205,808,דרך עזה,52.0, , ,3,1,9,2200,0, ,,239.11534118652344,76.75977577579529,"(220167.1171, 630966.6845)"
560,36678206,1503,דוד מרכוס,11.0, , ,5,1,6,2200,0, ,,228.37673950195312,64.42515210125629,"(220642.6812, 630739.445900001)"
561,36678207,1505,בנימין ד'ישראלי,6.0, , ,3,1,6,2200,0, ,,224.50091552734372,66.37537709871904,"(220686.022, 630759.9789)"
562,36678208,1505,בנימין ד'ישראלי,8.0, , ,2,1,2,2200,0, ,,188.1337890625,59.18762911516516,"(220705.4018, 630767.507999999)"
563,36678209,1506,חובבי ציון,4.0, , ,2,1,1,2200,0, ,,117.42366027832033,47.44794660972225,"(220679.5942, 630832.777899999)"
564,36678210,1506,חובבי ציון,6.0, , ,3,1,0,2200,0, ,,222.3194580078125,68.08524103100024,"(220701.8171, 630832.257300001)"
565,36678211,1506,חובבי ציון,11.0, , ,2,1,1,2200,1507,יהודה אלקלעי,,138.65806579589844,49.31162217431236,"(220763.986, 630867.603399999)"
566,36678212,1506,חובבי ציון,9.0, , ,3,1,1,2200,0, ,,126.3742218017578,59.77560086448008,"(220746.9305, 630868.260399999)"
567,36678213,1506,חובבי ציון,5.0, , ,2,1,1,2200,0, ,,168.5713348388672,65.5162164479015,"(220702.0329, 630869.240599999)"
568,36678214,1511,אחד העם,22.0, , ,2,1,1,2200,0, ,,196.2360382080078,66.47213245127269,"(220693.0824, 630974.9769)"
569,36678215,813,ארלוזורוב,15.0, , ,3,1,1,2200,0, ,,219.51409912109372,65.17555060107027,"(220572.4785, 631083.328199999)"
570,36678216,831,עובדיה מברטנורה,5.0, , ,2,1,1,2200,813,ארלוזורוב,,116.91448974609376,49.30204915488174,"(220477.2233, 631118.6358)"
571,36678217,831,עובדיה מברטנורה,6.0, , ,3,1,1,2200,0, ,,210.7710876464844,67.86699289403987,"(220515.372, 631093.1391)"
572,36678218,813,ארלוזורוב,22.0, , ,2,1,1,2200,0, ,,223.17491149902344,64.55675206667779,"(220525.3558, 630994.6545)"
573,36678219,813,ארלוזורוב,24.0, , ,2,1,1,2200,0, ,,196.5101776123047,62.418803210927365,"(220524.4082, 630969.480799999)"
574,36678220,1514,זאב ז'בוטינסקי,44.0, , ,3,1,0,2200,832,שלמה מולכו,,210.8013916015625,68.67602237559585,"(220524.4082, 630969.480799999)"
575,36678221,0, ,14.0, , ,3,2,7,2200,813,ארלוזורוב,,224.77940368652344,73.00403258724386,"(220524.4082, 630969.480799999)"
576,36678222,808,דרך עזה,15.0, ,עזה,3,1,6,2200,0, ,,196.21075439453125,60.2405000904356,"(220449.0406, 631129.8883)"
577,36678223,817,בנימין מטודלה,6.0, , ,3,1,8,2200,0, ,,178.85562133789062,62.33821106440707,"(220253.4425, 631078.8849)"
578,36678224,812,אלפסי,17.0, , ,4,1,4,2200,0, ,,212.40548706054688,72.42483364835199,"(220234.2695, 631102.0373)"
579,36678225,814,רד''ק,7.0, , ,3,1,7,2200,0, ,,213.3838348388672,68.33980089758404,"(220395.6855, 631153.4232)"
580,36678226,808,דרך עזה,36.0, , ,3,1,10,2200,0, ,,207.8638610839844,67.99401274653357,"(220318.0003, 631069.2292)"
581,36678227,808,דרך עזה,34.0, , ,3,1,6,2200,0, ,,199.6739654541016,65.0835745760969,"(220333.719, 631083.479)"
582,36678228,808,דרך עזה,0.0, , ,1,1,0,2200,0, ,,164.73915100097656,55.28923786012959,"(220333.719, 631083.479)"
583,36678229,808,דרך עזה,32.0, , ,3,1,12,2200,0, ,,214.5647430419922,74.64149039614928,"(220348.975, 631096.132999999)"
584,36678230,814,רד''ק,8.0, , ,3,1,8,2200,0, ,,215.15142822265625,73.43594438081516,"(220360.1001, 631121.0264)"
585,36678231,1405,טשרניחובסקי,57.0, , ,4,2,16,2200,0, ,,315.8317108154297,95.9736907840084,"(219351.1285, 630119.130000001)"
586,36678232,1407,דוד שמעוני,19.0, , ,3,3,18,2200,0, ,,456.8111267089844,140.43171805076045,"(219350.9369, 630205.4)"
587,36678233,1422,הרב הרצוג,79.0, , ,4,3,27,2200,0, ,,453.1011657714844,132.71895713478037,"(219227.98, 630193.75)"
588,36678234,1422,הרב הרצוג,77.0, , ,4,2,18,2200,0, ,,312.3350830078125,104.09502905602444,"(219227.98, 630193.75)"
589,36678235,1450,מבוא בנין,12.0, , ,2,6,6,2200,0, ,,527.7948303222656,176.35598833975956,"(219287.31, 630000.48)"
590,36678236,1407,דוד שמעוני,23.0, , ,3,1,5,2200,0, ,,180.85206604003903,80.89984968216184,"(219281.3902, 630162.369999999)"
591,36678237,1407,דוד שמעוני,22.0,ע, ,3,1,6,2200,0, ,,168.86085510253906,58.36734528306221,"(219324.139, 630236.784299999)"
592,36678238,1407,דוד שמעוני,24.0, , ,4,1,10,2200,0, ,,169.0490264892578,63.26591736105363,"(219301.839, 630221.177200001)"
593,36678239,1618,חיל נשים,4.0, , ,2,1,0,2200,0, ,,345.4599151611328,91.07438872295828,"(219889.9684, 629990.4724)"
594,36678240,1606,ביל''ו,13.0, , ,3,1,5,2200,0, ,,336.3245391845703,88.4362411865085,"(219871.7967, 630014.643300001)"
595,36678241,1607,הל''ה,34.0, , ,4,3,14,2200,0, ,,615.9220428466797,172.95990269544524,"(219814.588, 630088.974)"
596,36678242,1615,המצור,13.0, , ,3,1,1,2200,0, ,,404.8738555908203,95.26355726504958,"(219814.588, 630088.974)"
597,36678243,1615,המצור,5.0,ע, ,2,1,3,2200,0, ,,377.583740234375,104.49285882586824,"(219733.5264, 630083.2349)"
598,36678244,1609,השיירות,10.0, , ,4,2,1,2200,0, ,,740.4804229736328,195.18351337712664,"(219778.8528, 630103.409299999)"
599,36678245,0, ,16.0, , ,3,2,4,2200,1606,ביל''ו,,298.5172882080078,87.01176812908754,"(219778.8528, 630103.409299999)"
600,36678246,1607,הל''ה,35.0, , ,4,1,6,2200,0, ,,317.19032287597656,93.84500926475027,"(219886.39, 630071.379000001)"
601,36678247,1607,הל''ה,32.0, , ,4,3,22,2200,0, ,,674.1774444580078,174.25272534015474,"(219822.954, 630116.75)"
602,36678248,1607,הל''ה,36.0, , ,4,3,17,2200,0, ,,477.3622283935547,122.03904506078702,"(219806.366, 630060.683)"
603,36678249,1606,ביל''ו,11.0, , ,3,1,9,2200,1618,חיל נשים,,272.7476501464844,82.13624990586344,"(219906.3098, 630003.087300001)"
604,36678250,1617,יורדי הסירה,2.0, , ,3,1,5,2200,1606,ביל''ו,,246.8571319580078,71.20728954848494,"(219977.7132, 630007.423)"
605,36678251,1615,המצור,9.0, , ,3,1,0,2200,0, ,,286.93748474121094,87.04175415683287,"(219690.333, 630038.306399999)"
606,36678252,1609,השיירות,12.0, , ,3,1,3,2200,0, ,,260.08331298828125,105.82710646794528,"(219771.3757, 630084.4463)"
607,36678253,1618,חיל נשים,6.0, , ,3,1,6,2200,0, ,,178.19056701660156,57.818465031278926,"(219874.6809, 629978.8203)"
608,36678254,1612,הגדנ''ע,8.0, , ,3,1,4,2200,1618,חיל נשים,,178.18771362304688,56.39928689054446,"(219859.2239, 629970.3398)"
609,36678255,1606,ביל''ו,12.0, , ,3,1,6,2200,1617,יורדי הסירה,,195.0604248046875,60.528512628661,"(219951.0065, 630031.147700001)"
610,36678256,1602,משמר העם,20.0, , ,2,1,1,2200,0, ,,145.52603149414062,53.994169971440144,"(219916.9598, 630060.490900001)"
611,36678257,1602,משמר העם,22.0, , ,2,1,1,2200,1606,ביל''ו,,132.4981231689453,46.56586312648779,"(219913.9745, 630044.7531)"
612,36678258,1615,המצור,11.0, , ,1,1,1,2200,0, ,,126.13790893554688,53.82028951302644,"(219678.5461, 630019.8401)"
613,36678259,1611,מחלקי המים,1.0, , ,3,1,6,2200,0, ,,169.4634552001953,58.88546599592228,"(219871.7967, 630014.643300001)"
614,36678260,1611,מחלקי המים,3.0, , ,2,1,4,2200,1612,הגדנ''ע,,224.86769104003903,78.91320654267426,"(219856.9046, 630002.574200001)"
615,36678261,1611,מחלקי המים,2.0, , ,4,1,5,2200,0, ,,187.4813232421875,63.60370087694322,"(219832.2307, 630034.557399999)"
616,36678262,1609,השיירות,14.0, , ,3,1,1,2200,0, ,,205.0219268798828,66.26311121357065,"(219757.6102, 630068.197000001)"
617,36678263,1609,השיירות,16.0, , ,3,1,3,2200,0, ,,160.04736328125,60.79121764655585,"(219746.0049, 630057.5759)"
618,36678264,1609,השיירות,18.0, , ,4,1,3,2200,0, ,,177.3686981201172,56.40803839605111,"(219730.7037, 630044.7323)"
619,36678265,1615,המצור,7.0, , ,1,1,0,2200,0, ,,137.37918090820312,58.25736171294333,"(219710.0085, 630060.305500001)"
620,36678266,1615,המצור,3.0, , ,2,1,1,2200,0, ,,221.46353149414065,63.39019231770816,"(219749.2748, 630101.9482)"
621,36678267,1609,השיירות,22.0, , ,3,1,6,2200,0, ,,185.76040649414065,66.156344583244,"(219701.4111, 630005.554099999)"
622,36678268,1602,משמר העם,18.0, , ,1,1,1,2200,0, ,,56.9862060546875,35.73666914349344,"(219921.0028, 630080.6491)"
623,36678269,1331,דוסתאי,5.0, , ,4,1,10,2200,0, ,,273.3413543701172,78.34771173822973,"(219867.2518, 629730.26)"
624,36678270,1331,דוסתאי,3.0, , ,5,1,8,2200,1328,אבא חילקיה,,275.8815155029297,74.09009383516401,"(219876.27, 629756.257999999)"
625,36678271,1328,אבא חילקיה,15.0, , ,4,1,4,2200,0, ,,225.64788818359372,69.28370813322623,"(219876.27, 629756.257999999)"
626,36678272,1331,דוסתאי,7.0, , ,3,1,8,2200,1332,נקדימון,,393.5043182373047,91.12275966516168,"(219846.077, 629688.454)"
627,36678273,1331,דוסתאי,10.0, , ,5,1,6,2200,0, ,,218.3024444580078,72.96360504218207,"(219810.061, 629713.539000001)"
628,36678274,1331,דוסתאי,8.0, , ,6,1,6,2200,0, ,,170.2674102783203,67.92468917198426,"(219829.37, 629732.449999999)"
629,36678275,1331,דוסתאי,6.0, , ,5,1,3,2200,0, ,,166.8213348388672,60.95618057968824,"(219840.792, 629754.172)"
630,36678276,1601,חזקיהו המלך,47.0, , ,5,1,12,2200,0, ,,491.1612091064453,111.66817019148849,"(219778.3256, 629786.137)"
631,36678277,1601,חזקיהו המלך,39.0, , ,4,6,96,2200,0, ,,919.4905395507812,199.1543784123093,"(219812.4612, 629796.189999999)"
632,36678278,1601,חזקיהו המלך,45.0, , ,5,1,16,2200,0, ,,309.89244079589844,73.06828711680616,"(219812.4612, 629796.189999999)"
633,36678279,1601,חזקיהו המלך,36.0, , ,3,1,0,2200,0, ,,224.6835784912109,65.68322107614216,"(219976.5476, 629881.250299999)"
634,36678280,1601,חזקיהו המלך,36.0, , ,1,1,1,2200,0, ,,46.11766052246094,27.47598512405281,"(219976.5476, 629881.250299999)"
635,36678281,1601,חזקיהו המלך,40.0, , ,2,2,2,2200,0, ,,322.4756774902344,84.75622486571841,"(219931.924, 629871.994999999)"
636,36678282,1601,חזקיהו המלך,42.0, , ,1,1,7,2200,0, ,,209.1350860595703,60.992657069197016,"(219901.01, 629865.17)"
637,36678283,1613,החי''ש,2.0, , ,2,1,8,2200,0, ,,152.974609375,57.05319192289328,"(219885.069, 629869.387)"
638,36678284,1617,יורדי הסירה,33.0, , ,4,1,1,2200,0, ,,206.8900604248047,67.9159153505264,"(219922.46, 629900.799000001)"
639,36678285,1627,הצפירה,12.0, , ,2,7,15,2200,0, ,,1031.391143798828,223.49470666259083,"(219922.46, 629900.799000001)"
640,36678286,1671,חיים בג'איו,11.0, , ,8,2,24,2200,0, ,,339.3203430175781,88.00160217667705,"(220484.06, 630115.3237)"
641,36678287,1671,חיים בג'איו,12.0, , ,4,1,12,2200,0, ,,421.0299224853516,123.70744489791686,"(220454.8509, 630119.59)"
642,36678288,1671,חיים בג'איו,2.0, , ,4,1,12,2200,0, ,,383.8817443847656,85.73152587120224,"(220468.0382, 630196.039999999)"
643,36678289,1621,רחל אמנו,22.0, , ,4,1,2,2200,0, ,,359.22596740722656,101.84213775544433,"(220342.6849, 630131.236199999)"
644,36678290,1622,תל חי,13.0, , ,2,1,1,2200,1621,רחל אמנו,,382.75384521484375,82.2804173303605,"(220310.2235, 630136.190400001)"
645,36678291,1622,תל חי,13.0, , ,6,1,1,2200,1628,דוד אלרואי,,373.3701171875,99.90946038241928,"(220310.2235, 630136.190400001)"
646,36678292,1671,חיים בג'איו,1.0, , ,4,1,12,2200,0, ,,382.76747131347656,85.44053625907424,"(220462.1538, 630162.27)"
647,36678293,1668,מל''ל,7.0, , ,4,1,3,2200,0, ,,397.7015380859375,99.08826294296004,"(220734.2048, 630094.820900001)"
648,36678294,1627,הצפירה,7.0, , ,2,1,1,2200,1668,מל''ל,,406.1916809082031,93.3585157746203,"(220742.5692, 630133.5524)"
649,36678295,1651,המליץ,3.0, , ,4,1,4,2200,0, ,,302.87718200683594,85.43518220806963,"(220851.634, 630144.8782)"
650,36678296,1647,עזריאל הילדסהימר,10.0, , ,3,1,9,2200,0, ,,306.2504119873047,93.2452217076435,"(220798.0109, 630175.715700001)"
651,36678297,1649,רות,5.0, , ,1,1,1,2200,0, ,,310.00538635253906,72.35318252803067,"(220609.0567, 630134.4932)"
652,36678298,1671,חיים בג'איו,9.0, , ,4,1,12,2200,0, ,,415.3021087646485,100.7139497533848,"(220609.0567, 630134.4932)"
653,36678299,1671,חיים בג'איו,10.0, , ,4,2,24,2200,0, ,,348.30906677246094,89.40750317838689,"(220536.1678, 630107.810000001)"
654,36678300,1671,חיים בג'איו,8.0, , ,4,2,24,2200,0, ,,344.6824645996094,93.51063727435778,"(220572.59, 630150.51)"
655,36678301,1651,המליץ,8.0, , ,4,1,18,2200,0, ,,581.3120269775391,159.09601470221952,"(220837.9225, 630202.941400001)"
656,36678302,1650,המגיד,7.0, , ,2,4,5,2200,0, ,,664.3565063476562,181.78629014911337,"(220884.003, 630276.634)"
657,36678303,1647,עזריאל הילדסהימר,12.0, , ,1,2,2,2200,0, ,,330.45542907714844,99.39350600317763,"(220811.0168, 630199.736199999)"
658,36678304,1651,המליץ,9.0, , ,3,1,4,2200,0, ,,364.7413482666016,108.6390318375964,"(220833.7435, 630182.5473)"
659,36678305,1627,הצפירה,14.0, , ,2,1,2,2200,0, ,,321.6931610107422,114.1987581895135,"(220733.2741, 630214.056299999)"
660,36678306,1647,עזריאל הילדסהימר,17.0, , ,1,1,1,2200,0, ,,396.0403747558594,92.07717757725416,"(220787.852, 630248.6863)"
661,36678307,1650,המגיד,13.0, , ,3,1,1,2200,0, ,,374.91969299316406,111.00176000069855,"(220842.6186, 630286.317)"
662,36678308,1650,המגיד,16.0, , ,4,2,6,2200,0, ,,324.1907501220703,88.15645378354483,"(220782.1527, 630328.0242)"
663,36678309,1650,המגיד,18.0, , ,4,2,12,2200,0, ,,330.5851593017578,88.79939602840241,"(220751.5, 630328.615800001)"
664,36678310,1627,הצפירה,11.0, , ,3,2,4,2200,0, ,,610.4015502929688,175.9131023628686,"(220664.2074, 630210.3577)"
665,36678311,1667,קליין,1.0, , ,4,3,24,2200,0, ,,661.9128875732422,176.63242625053766,"(220698.9392, 630244.977399999)"
666,36678312,1649,רות,9.0, , ,3,1,3,2200,0, ,,328.4502410888672,126.57081113709538,"(220619.98, 630199.9792)"
667,36678313,1627,הצפירה,21.0, , ,2,1,2,2200,0, ,,696.1171875,194.25863121246647,"(220593.5383, 630237.334000001)"
668,36678314,1671,חיים בג'איו,7.0, , ,4,1,12,2200,0, ,,409.9244995117188,100.02053381623462,"(220572.3043, 630181.83)"
669,36678315,1671,חיים בג'איו,6.0, , ,4,1,12,2200,0, ,,380.72462463378906,85.46480522505433,"(220560.47, 630202.75)"
670,36678316,1671,חיים בג'איו,5.0, , ,4,1,12,2200,0, ,,324.9153289794922,74.93791136050888,"(220532.4, 630207.109999999)"
671,36678317,1671,חיים בג'איו,4.0, , ,4,1,12,2200,0, ,,383.5882110595703,85.78764580505892,"(220505.4, 630211.390000001)"
672,36678318,1627,הצפירה,20.0, , ,1,2,2,2200,0, ,,403.05079650878906,109.80972897429686,"(220662.4011, 630265.9026)"
673,36678319,1627,הצפירה,22.0, , ,3,1,6,2200,0, ,,300.11354064941406,97.98276561153077,"(220637.6964, 630289.0923)"
674,36678320,1651,המליץ,24.0, , ,2,1,4,2200,0, ,,500.2488861083984,98.06646132039194,"(220637.6964, 630289.0923)"
675,36678321,1621,רחל אמנו,4.0, , ,1,1,1,2200,1647,עזריאל הילדסהימר,,325.9894104003906,85.78867304557667,"(220768.2291, 630067.961200001)"
676,36678322,1671,חיים בג'איו,3.0, , ,4,1,12,2200,0, ,,280.0062866210937,65.64952819576345,"(220472.7224, 630223.810000001)"
677,36678323,1651,המליץ,6.0, , ,3,1,1,2200,0, ,,284.2732238769531,71.76829214104505,"(220893.4965, 630187.6634)"
678,36678324,1647,עזריאל הילדסהימר,16.0, , ,4,1,6,2200,0, ,,250.6238555908203,77.9784967106951,"(220852.0046, 630238.975199999)"
679,36678325,1667,קליין,4.0, , ,2,1,1,2200,0, ,,278.6295166015625,82.25352830810648,"(220734.585, 630259.148700001)"
680,36678326,1667,קליין,8.0, , ,2,1,1,2200,0, ,,270.6954803466797,80.40515851804241,"(220769.9862, 630266.1687)"
681,36678327,1667,קליין,10.0, , ,3,1,1,2200,0, ,,278.5424194335937,73.99611407730752,"(220743.7623, 630285.358999999)"
682,36678328,1650,המגיד,17.0, , ,3,1,10,2200,0, ,,254.6612548828125,76.49452632591702,"(220782.0253, 630292.622199999)"
683,36678329,1650,המגיד,15.0, , ,3,1,1,2200,0, ,,296.70465087890625,76.2311159031832,"(220814.5078, 630286.7169)"
684,36678330,1621,רחל אמנו,23.0, , ,3,1,1,2200,0, ,,256.8120880126953,80.77294714672203,"(220359.0187, 630091.505899999)"
685,36678331,1628,דוד אלרואי,4.0, , ,2,1,6,2200,1621,רחל אמנו,,171.55630493164062,61.87452611630231,"(220348.7005, 630161.0485)"
686,36678332,1627,הצפירה,5.0, , ,1,1,2,2200,1668,מל''ל,,120.23873901367188,57.403136166535546,"(220768.7132, 630115.2522)"
687,36678333,1627,הצפירה,4.0, , ,1,1,1,2200,0, ,,167.84129333496094,55.94340101485094,"(220822.8516, 630122.4581)"
688,36678334,1627,הצפירה,10.0, , ,3,1,1,2200,1647,עזריאל הילדסהימר,,186.42605590820312,62.888925965727765,"(220781.7559, 630170.1666)"
689,36678335,1649,רות,4.0, , ,3,1,4,2200,0, ,,215.1416473388672,69.55573999568514,"(220644.045, 630118.672599999)"
690,36678336,1649,רות,8.0, , ,1,1,1,2200,0, ,,176.59725952148438,62.68279750572642,"(220661.213, 630192.016000001)"
691,36678337,1650,המגיד,9.0, , ,1,1,3,2200,0, ,,141.46177673339844,53.43572271127592,"(220888.61, 630212.378000001)"
692,36678338,1667,קליין,2.0, , ,4,1,8,2200,0, ,,187.449462890625,70.52340797548945,"(220725.7232, 630231.2677)"
693,36678339,124,אדוניהו הכהן,48.0, , ,1,1,0,2200,0, ,,221.22039794921875,63.98790177400703,"(220725.7232, 630231.2677)"
694,36678340,127,ישא ברכה,27.0, , ,3,3,7,2200,103,ישראל אהרון פישל,,683.2153015136719,157.42548742129853,"(220748.1602, 633240.033600001)"
695,36678341,126,עזרא,33.0, , ,4,1,12,2200,0, ,,256.7958221435547,106.5644665234218,"(220630.2188, 633205.0)"
696,36678342,126,עזרא,31.0, , ,3,1,6,2200,0, ,,218.17657470703125,76.75209284073418,"(220642.1719, 633198.6094)"
